Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
2008-06-08,0.08721492019805897,0.0,0.0,0.0,0.0,0.0,0.11945330226411173,0.0,0.0,0.0,0.0,0.0,0.0,0.10858462621597223,0.0,0.12165626395860037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2469839460076274,0.0,0.0,0.0,0.12472271478841296,0.0,0.0,0.11962598006227428,0.0,0.0,0.0,0.0,0.1104895993925636,0.07570857966228792,0.0,0.0,0.0,0.0,0.0,0.0,0.12697799015201033,0.0,0.0,0.4365658756201385,0.0,0.11851418155736235,0.0,0.0,0.0,0.0,0.0,0.12559303237740813,0.12192732285456931,0.0,0.13373912578673708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13818735505110905,0.0,0.0,0.0,0.0,0.0,0.0,0.11484754439295178,0.0,0.0,0.0,0.0,0.0,0.0,0.09462258404103985,0.0,0.0,0.0,0.0,0.0,0.0,0.14349278815774394,0.0,0.0,0.0,0.0,0.0,0.13008287661659926,0.19889066468383823,0.0,0.0,0.12165626395860037,0.0,0.0,0.0,0.0,0.27662659576730264,0.0,0.0,0.0716048451117581,0.1000242931079125,0.0,0.0,0.0,0.0,0.0,0.0,0.11453437761351587,0.0,0.10977548793106089,0.0,0.0,0.0,0.0,0.0,0.1415706117918963,0.15120346835599524,0.1368227049819675,0.0,0.15336139733183599,0.0,0.0,0.08994190194588775,0.0,0.0,0.11547987804882325,0.12302663176388139,0.0,0.0,0.0,0.0,0.0,0.11114121769384269,0.0,0.0,0.0,0.0,0.09389681930150238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13719117119928004,0.0,0.13182194901513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1413020014978169,0.08762132457249348,0.0,0.0,0.0,0.2693352980428996,0.0,0.0,0.1411682403425683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10608761929017331,0.0,0.0727670737376764,0.0,0.08816843384121503
2008-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10917781834923451,0.0,0.0,0.0,0.0,0.11223227578629273,0.0,0.09510148723923258,0.12222693732793506,0.0,0.0,0.0,0.10602350034752023,0.0,0.11912781942590399,0.0,0.0,0.0,0.0,0.11479665686727732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085776509246563,0.0,0.0,0.1134964893372143,0.0,0.1006869275719279,0.0,0.0,0.0,0.0,0.0,0.0,0.23596477279371272,0.11586408613875232,0.11248233735958801,0.0,0.0,0.0,0.10988301706565913,0.0,0.0,0.12120408757511411,0.0,0.0,0.0,0.0,0.0,0.0,0.11586408613875232,0.06928811829954987,0.0,0.0,0.0,0.0,0.12748280144088728,0.0,0.10438412289237031,0.0,0.0,0.0,0.0,0.0,0.0,0.16943393530124817,0.0,0.10787474421203051,0.0,0.0,0.0872927344811405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12295679624619814,0.11770045655994565,0.0,0.1789264285984287,0.0,0.0,0.0,0.0,0.0,0.0,0.06605804306921992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10566207967479484,0.0,0.0,0.0,0.0,0.12806671074433615,0.0,0.12974248125783938,0.0,0.0,0.0,0.0,0.0,0.0,0.2276792029384246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10055795858088172,0.0,0.0,0.0,0.11826606555108055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2432209712043775,0.0,0.0,0.35972310444937555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10239749601157852,0.12974248125783938,0.0,0.22976932717488557,0.0,0.24250146299561312,0.137859199001252,0.34438997060183196,0.0,0.0,0.0,0.0,0.0,0.07524942641149387,0.0,0.12100223525160923,0.0,0.0,0.0,0.0,0.0,0.09786964154790852,0.0,0.0,0.0,0.0
2008-06-10,0.0,0.0,0.0,0.0,0.0,0.12881896654728509,0.0,0.0,0.0,0.0,0.0,0.1134593158459129,0.0,0.0,0.0,0.0,0.0,0.19498001725584813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09725625380656792,0.0,0.1131309940512214,0.1273559889950879,0.1314038079607512,0.0,0.1281380672416432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12008383330314198,0.0,0.0,0.0,0.09481437750801387,0.0,0.0,0.0,0.0,0.0,0.0,0.23754814115406783,0.0,0.0,0.12647787910216982,0.0,0.11264278396452006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.347378706556495,0.0,0.4423362893373326,0.0,0.15048563870856543,0.0,0.0,0.0,0.0,0.0,0.0,0.10020336881810044,0.0,0.09989400964521698,0.11240057285941213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0917101276447147,0.0,0.09448354499647416,0.0,0.0,0.0,0.13325165877382647,0.06771712384015496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10831583562123978,0.29711553620419023,0.0,0.0,0.0,0.13128317019909452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12017880343599636,0.0,0.10921000095277147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06878448632245558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09238824818788928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22874848639289075,0.0,0.0,0.1321342291525605,0.0,0.0,0.0828640028178712,0.14132160169337862,0.0,0.0,0.0,0.0,0.0,0.0,0.1542787067388048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06881625029827446,0.24181161028786602,0.0
2008-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1459912313265278,0.0,0.0,0.12851953594264817,0.1302873039604843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1341086406570692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1471431692598412,0.0,0.08221728471593305,0.11194947098452937,0.13182235405736117,0.0,0.0,0.10097249908296817,0.1142868083368258,0.0,0.0,0.0,0.0,0.0,0.0,0.1511714112970227,0.0,0.0,0.0,0.0,0.0,0.13240947673964953,0.2700607951076086,0.0,0.3009574998566991,0.0,0.0,0.13320240519618473,0.14267635427260733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19945050255719612,0.0,0.25397122374646236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14115030308873067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21062466642984223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12438095624059484,0.11372764439307773,0.11921294239461572,0.0,0.0,0.0,0.0,0.0,0.0,0.08210125367108063,0.0,0.1553747641949657,0.0,0.0,0.0,0.0976742529468042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10196917655658529,0.1392178383137132,0.11687752993530606,0.07898642090729979,0.14267635427260733,0.0,0.14586474702516622,0.0,0.0,0.0,0.14315474893772667,0.0,0.0,0.0,0.0,0.0,0.1552242213123105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4057121824129833,0.0,0.0,0.0,0.0,0.1341086406570692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158045792065386,0.0925588246790175,0.0
2008-06-12,0.0,0.12211436499230059,0.0,0.0,0.0,0.0,0.11910260608857932,0.0,0.29013078731736996,0.13346126916974513,0.1179978846402041,0.23924185766859463,0.11412036811816584,0.0,0.1466904812314076,0.0,0.12049706848977343,0.20556875911315528,0.0,0.0,0.0,0.0,0.0,0.12312941992390274,0.12875170896978672,0.0,0.0,0.0,0.10253793025762284,0.0,0.0,0.0,0.0,0.0,0.0,0.2203304384878621,0.07548631113693688,0.10278437955657764,0.0,0.0,0.0,0.09270607158075994,0.0,0.0,0.0,0.0,0.10882104665624356,0.0,0.0,0.0,0.0,0.0,0.14579745122604992,0.0,0.0,0.0,0.0,0.0,0.13815933931453972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07488564539634276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0915609335948627,0.0,0.11658954003280785,0.0,0.07932901650397857,0.0,0.0,0.11388783600899724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12970097367656305,0.09915337643056431,0.0,0.0,0.0,0.19338122340296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1312148376973978,0.0,0.22839624525979388,0.0,0.32835961290530574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13545447104993372,0.0,0.0,0.0,0.0,0.2302816944481974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1309957110322656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2704315210553406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12407064803929613,0.0,0.0,0.24948068104884427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10577616266527279,0.0,0.0,0.0,0.0
2008-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.10524178417982553,0.0,0.12818309651456647,0.0,0.0,0.0,0.10083936486731422,0.0,0.0,0.10718265659451347,0.10647396302034734,0.2724678790564568,0.1167276325677003,0.0,0.0,0.0,0.10125322995619453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09734450494870149,0.0,0.0,0.1069451450026713,0.0,0.11187124995187972,0.08191720314000203,0.0,0.0,0.0,0.24528538603374697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10954777396765472,0.0,0.12208074909590344,0.0,0.0,0.0,0.11575080346006332,0.0,0.0,0.0,0.10750136195091971,0.10367558511381099,0.0,0.0,0.06617066737488092,0.10822707018009127,0.0,0.11854296080890561,0.0,0.0,0.0,0.19937522463139548,0.0,0.0,0.0,0.0,0.0,0.0,0.16181066609957026,0.11990261970059514,0.0,0.12593066612168266,0.07009693161458105,0.16673041899112656,0.0,0.0,0.1168265282837453,0.0791995520652267,0.0,0.0,0.0,0.0,0.0,0.0,0.10509017833317717,0.0,0.0,0.08761418902324977,0.11742465325315439,0.0,0.10718265659451347,0.0,0.09779036889571407,0.0,0.0,0.0,0.0,0.0,0.06308592154965921,0.0,0.0,0.0,0.0,0.11752514222723996,0.0,0.0,0.0,0.0,0.0,0.10382234975608942,0.12496571104751046,0.0,0.0,0.0,0.0,0.06660729541314477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2352517260200126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28810079097771396,0.0,0.0,0.0,0.0,0.18964134688485895,0.0,0.0,0.0,0.0,0.11692564850785139,0.0,0.0,0.0,0.0,0.0,0.11451274511777206,0.0,0.11947973562039957,0.12593066612168266,0.0,0.0,0.2511326085713307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15439379833669556,0.0,0.10963165956496031,0.0,0.0,0.11022341514698397,0.0,0.12437326722311848,0.14372752175773515,0.0,0.0,0.0,0.0,0.11349189768244301,0.0,0.0,0.0,0.0,0.0,0.0,0.07767891812044228
2008-06-14,0.08578604382810114,0.0,0.0,0.0,0.0,0.0,0.11749625179005284,0.0,0.0,0.0,0.1164064298817091,0.0,0.0,0.0,0.0,0.0,0.11887190687253366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12239728903109219,0.11766610053987307,0.0,0.0,0.0,0.0,0.10867940479123143,0.0,0.0,0.0,0.0,0.0,0.0,0.10351515233451995,0.0,0.0,0.0,0.0,0.0,0.0,0.1369233413441415,0.0,0.0,0.0,0.0,0.37060617686395286,0.0,0.12230363570376229,0.0,0.1362959640629148,0.11715831947043093,0.0,0.0,0.0,0.0,0.0,0.0,0.12001893725002227,0.0,0.14018738108321743,0.0,0.07387565172508018,0.0,0.0,0.0,0.0,0.0,0.1369233413441415,0.0,0.0,0.0,0.10415572057819468,0.0,0.0,0.0,0.0,0.0,0.23003415964875026,0.0,0.07825909443557083,0.18614468999659722,0.11033442790563129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11690639879666227,0.0,0.0,0.0,0.0,0.19563216063055733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13604725667707707,0.0,0.0,0.21129514424064283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22531583163670726,0.0,0.0,0.11591153688094606,0.0,0.0,0.0,0.0,0.0,0.0,0.13458108474567682,0.0,0.07542440859414164,0.0,0.0,0.17693669672094522,0.0,0.13132234620453462,0.11358792574783096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09235847074818795,0.0,0.10586169560426147,0.0715418648185581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28037476216643487,0.0,0.0,0.0,0.1383326693606305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12901373581481973,0.0,0.0,0.0,0.0,0.0,0.31304863218512446,0.0,0.07157490212370683,0.08383505477128046,0.08672393568188853
2008-06-15,0.08401738146908781,0.0,0.0,0.0,0.0,0.0,0.34522144747509,0.0,0.0,0.0,0.0,0.11557460567453434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12015003720053333,0.09906946026663728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12232262796953128,0.08957017614721505,0.0,0.0,0.11851613724222682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12098844655420596,0.0,0.11978208526050867,0.0,0.0,0.1147428507013171,0.0,0.0,0.0,0.0,0.13422421767375556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1254166830186085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2252915145598444,0.0,0.0,0.0,0.0,0.0,0.0,0.08659863322163111,0.12521090025217538,0.0,0.0,0.0,0.0,0.1254166830186085,0.11490804646439846,0.27646389616212685,0.0,0.0,0.1283948483682377,0.0,0.0,0.0934199343603827,0.0,0.09624505818922569,0.0,0.13324235215887908,0.0,0.0,0.06897961464767148,0.0,0.0,0.0,0.10188219456402717,0.0,0.0,0.11816051900281695,0.220670464948576,0.0,0.3172524503094524,0.0,0.0,0.0,0.0,0.0,0.0,0.07282996677326277,0.0,0.13782906359819475,0.0,0.0,0.0,0.08664438456954664,0.0,0.12861485579858128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10500536967765255,0.0,0.0,0.0,0.12349665912841776,0.0,0.07006687660658563,0.0,0.0,0.25878593088951085,0.0,0.0,0.0,0.12698899398465396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10692626495707323,0.0,0.0,0.23993141349601174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07857750843275862,0.0,0.0,0.13422421767375556,0.0,0.0,0.0,0.11490804646439846,0.0,0.0,0.2102976983315636,0.0,0.0
2008-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15095680038252823,0.0,0.0,0.0,0.15958494060479572,0.0,0.0,0.0,0.0,0.16023157626532236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09394275786090167,0.0,0.1506222874016278,0.0,0.15756024793655174,0.2307455193815992,0.0,0.15756024793655174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15129314297862026,0.0,0.0,0.3438787553389147,0.0,0.1616785720779227,0.0,0.0,0.0,0.0,0.0,0.0,0.14601741647228875,0.0,0.0,0.0,0.0,0.0,0.16695673199520084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2278952696103178,0.0,0.14509574999031294,0.0,0.09872500691228156,0.0,0.0,0.0,0.0,0.11154520098084669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16538169984145917,0.15831171738586602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13123151539735217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17566745754722712,0.1876203579416947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14329285095214814,0.15265721705242402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34781859944096377,0.0,0.0,0.0,0.0,0.0,0.0,0.14591432426929382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17337139674435964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1552394259154379,0.0,0.17516817617379526,0.1012134215591393,0.1746729159020505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180585598590751,0.0,0.0
2008-06-17,0.09623358696475216,0.0,0.0,0.1500341164259754,0.0,0.0,0.13180565579323963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13334884646978715,0.34124096015196353,0.0,0.0,0.0,0.13585080116477455,0.12681035844808727,0.13626195491004786,0.0,0.0,0.0,0.0,0.11347425203472017,0.0,0.0,0.14859327835207758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13719851198858926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13021237386812498,0.0,0.0,0.0,0.0,0.0,0.0,0.33697321621169596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2026529778624107,0.0,0.12902455527486523,0.0,0.1755799203245519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1165518677059574,0.0,0.0,0.0,0.3166620040844877,0.1435344066253842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0790093148455732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1692200982773772,0.0,0.13615887629233378,0.0,0.14021925888128745,0.14731557558724534,0.0,0.1357484939497028,0.0,0.0,0.0,0.0,0.0,0.1226340402997571,0.13740883221134173,0.0,0.0,0.0,0.0,0.0,0.0,0.08025466570568215,0.1449672359466961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1572602480173292,0.0,0.0,0.1224734434427543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13626195491004786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14213816420760775,0.0,0.0,0.0,0.0,0.3211669059744694,0.0,0.0
